Words,Meaning
niishaaban¹,"niishaaban¹ f.mg1 (-bmay, -bantay; -bmi) ld nishaaban¹. "
niishaaban²,"niishaaban² f.mg4 (-bnaa, -bnayd) ld nishabaan².  "
niishaabid,niishaabid m.dh ld nishaabid. 
niishaabmid,niishaabmid m.dh ld nishaabmid. 
niishaabnaan,niishaabnaan m.dh ld nishaabnaan. 
niishaabnaansho,niishaabnaansho m.l/dh ld nishaabnaan. 
niishaabtamid,niishaabtamid m.dh ld nishaabtamid. 
niishaabtan¹,niishaabtan¹ m.l ld nishaabtamid. 
niishaabtan²,"niishaabtan² f.mg4 (-naa, -nayd) ld nishaabtan².  "
nijaar,nijaar m.l ld najaar. 
nijaarnimo,nijaarnimo m.dh ld najaarnimo. 
nijaas¹,"nijaas¹ m.l (-syo, m.dh) ld najaas¹. "
nijaas²,"nijaas² m.dh (-syo, m.dh) 1. (dii.) ld najaas². 2. Wax aan daahir ahayn. 3. Wax daahirnimada buriya. "
nijaasaysan,"nijaasaysan f.mg4 (-naa, -nayd) Wax nijaaso ka ba'day ahaansho. ld najaasaysan. "
nijaasaysnaan,"nijaasaysnaan m.f.dh eeg nijaasaysan. ld najaasaysnaan, najaasaysnaansho, nijaasaysnaansho. "
nijaasaysnaansho,nijaasaysnaansho m.l/dh ld nijaasaysnaan. 
nijaasee,"nijaasee f.g2 (-seeyay, -seysay) ld najaasee. "
nijaaseyn,nijaaseyn m.dh ld najaaseyn. 
nijaasnimo,nijaasnimo m.dh ld najaasnimo. 
nijaaso,nijaaso m.dh ld najaaso. 
nijaasoobid,nijaasoobid m.dh ld najaasobid. 
nijaasow,"nijaasow f.mg1 (-oobay, -owday; -oobi) ld najaasow.  "
nikaax¹,"nikaax¹ m.l (-xyo, m.dh) Xarig diini ah oo isu xalaaleynaya nin iyo naag is guursanaya. "
nikaax²,"nikaax² f.g1 (-xay, -xday) Qof haween ah nin raba inuu guursado u xalaaleyn. ld nikaaxi. "
nikaaxi,"nikaaxi f.g2 (-iyay, -isay) ld nikaax². "
nikaaxid,nikaaxid m.f.dh eeg nikaax². ld nikaaxin. 
nikaaxin,nikaaxin m.dh ld nikaaxid. 
nikaaxsan,"nikaaxsan f.mg4 (-naa, -nayd) Ku n./u n.: naag nikaax ku xiranyahay ahaansho. "
nikaaxsanaan,nikaaxsanaan m.f.dh eeg nikaaxsan. ld nikaaxsanaansho.  
nikaaxsanaansho,nikaaxsanaansho m.l/dh ld nikaaxsanaan. 
nikaaxsasho,nikaaxsasho m.f.dh eeg nikaaxso. 
nikaaxso,"nikaaxso f.g3 (-saday, -satay) 1. Naag nikaax ku xirasho (nin). 2. Naag, nin guursasho. "
nikal,"nikal m.l (kiim.) Curiye ka tirsan curiyayaasha kala guurka ee tusaha kalgalka oo dabiici ahaan u jira isagoo salfaydh ama silikeyt ah. Nikalka waxa loo adeegsadaa kalkaaliye ahaan marka la samaynaayo falgalka haydarojiineynta ee alkiinada, sida soo saaridda margariin, iyo birdhafyada lacagta. nikotiin Summad Ni; bartadhalaalka 1450 C ; cufnaanta 8.9; tirada atamka 28; cufka atamka 58.7.nitaaqo m.l Maaddo aadanaha wax yeeleysa oo laga helo tubaakada. "
nimcad,nimcad m.dh ld nicmo. 
nimcee,"nimcee f.g2 (-ceeyay, -ceysay) ld nicmee. "
nimceyn,nimceyn m.dh ld nicmayn. 
nimceysan,"nimceysan f.mg4 (-snaa, -snayd) ld nicmeysan.  "
nimceysnaan,nimceysnaan m.dh ld nicmaysnaan. 
nimceysnaansho,nimceysnaansho m.l/dh ld nicmeysnaan. 
nimco,nimco m.dh ld nicmo. 
nimcooley,nimcooley m.dh.u ld nicmooley. 
nin,"nin m.l (-iman, m.l) 1. Qof lab oo qaangaar ah. 2. Qof lab ah oo wanaag iyo karti dheeraad ah leh. 3. Labada qof ee isqaba midka lab; say. "
nin-la-xoreeye,"nin-la-xoreeye m.l (niman ..., m.l) (taar.) Waqtiyadii hore addoonka marka la xoreeyo, beertiisa wuu falan jirey xorna wuu ahaa; xoryeel. "
ningax¹,"ningax¹ m.l Mayrax, maro iwm. oo qarka lagaga duubo haruub si uu weelka aad ugu qabsado. ld lingax¹, niggax¹. "
ningax²,"ningax² f.g1 (-xay, -xday; -gixi) Haruub qarka mayrax, maro, iwm ugu duubid si uu weelka aad ugu qabsado. ld lingax², niggax². "
ningaxan,"ningaxan f.mg4 (-xnaa, -xnayd) Haan wax la ningaxay. ld lingaxan, niggaxan. "
ningaxasho,"ningaxasho m.f.dh eeg ningaxo. ld lingaxasho, niggaxasho.  "
ningaxnaan,"ningaxnaan m.f.dh eeg ningaxan. ld lingaxnaan, lingaxnaansho, niggaxnaan. "
ningaxnaansho,ningaxnaansho m.l/dh ld ningaxnaan. 
ningaxo,"ningaxo f.mg3 (-xday, -xatay) Haan ningax u yeelasho. ld lingaxo, niggaxo. "
ningixid,"ningixid m.f.dh eeg ningax². ld lingixid, niggixid.  "
ninhawleed,"ninhawleed m.l (nimanhawleed, m.l) Nin karti badan u leh shaqada. "
ninkarmeed,"ninkarmeed m.l Nin karti, geesinimo iyo deeqsinimo dheeraad ah leh. "
ninnimo,ninnimo m.dh Nin ahaansho. 
nintooxsad,nintooxsad m.l ld nintooxsasho. 
nintooxsasho,"nintooxsasho m.f.dh eeg nintooxso. ld nintooxsad, nintooxsi. "
nintooxsi,nintooxsi m.l ld nintooxsasho. 
nintooxso,"nintooxso f.g3 (-saday, -satay) 1. Ceel keli shubasho. 2. Hawl keli ku qabasho. "
niqid,niqid m.dh ld naqid. 
nirgadhoob,"nirgadhoob m.l (c.nafl.) Cayayaan duula oo hinjibisada u eg oo derbiyada, laamaha geedaha iwm ku dhista buulal dhoobo ah. ld nirgasamays.  "
nirgasamays,nirgasamays m.l ld nirgadhoob. 
nirig¹,"nirig¹ m.l (-rgo, m.l) Ubadka geela midka lab; qurbac. "
nirig²,"nirig² m.dh (-rgo, m.l) Ubadka geela midka dheddig. "
nis,"nis m.l (-sas, m.l) Weel yar oo qori ka samaysan, gacan leh oo biyaha la darsado; kalax. "
nisbee,"nisbee f.g2 (-beeyay, -beysay) U n.: wax inuu wax kale ka soo jeedo u aqoonsasho. Tus. “Deeqsinimada Cali waxaa loo nisbeeyaa aabbihiis”. "
nisbeyn,nisbeyn m.f.dh eeg nisbee. 
nishaab¹,"nishaab¹ m.l (-byo, m.dh) 1. Aqoonta toogashada yoolka. 2. Daldaloollada loo yeelo dhufaysyada si cadowga looga ilaaliyo. ld niishaab¹. "
nishaab²,"nishaab² f.g/mg1 (-bay, -btay) Waxa la toogana hayo, toogta ku duwid, ku abbaarid. ld niishaab². "
nishaaban¹,"nishaaban¹ f.mg1 (-bmay, -bantay; -bmi) Ku n.: qori, fallaar iwm oo wax lagu shiishay "
noqosho.,noqosho. ld niishaaban¹. 
nishaaban²,"nishaaban² f.mg4 (-bnaa, -bnayd) Ku n.: qori, fallaar iwm oo wax lagu shiishay ahaansho. ld niishaaban².  "
nishaabid,nishaabid m.f.dh eeg nishaab². ld niishaabid. 
nishaabmid,nishaabmid m.f.dh eeg nishaaban¹. ld niishaabmid.  
nishaabnaan,"nishaabnaan m.f.dh eeg nishaaban². ld niishaabnaan, niishaabnaansho, nishaabnaansho.  "
nishaabnaansho,nishaabnaansho m.l/dh ld nishaabnaan. 
nishaabtamid,"nishaabtamid m.f.dh eeg nishaabtan². ld niishaabtamid, niishaabtan¹, nishaabtan¹ (2). "
nishaabtan¹,nishaabtan¹ m.l 1. ld niishaabtan 1. Tartan dadku ku tartamaan shiishka. 2. ld nishaabtamid.  
nishaabtan²,"nishaabtan² f.mg1 (-amay, -antay; -ami) 1. Shiish ku tartamid. 2. Shiish u tababarasho. ld niishaabtan². "
nishaad,nishaad m.l ld nashaad. 
nishaaddaysan,"nishaaddaysan f.mg4 (-snaa, -snayd) ld nashaaddaysan.  "
nishaaddaysnaan,nishaaddaysnaan m.dh ld nashaaddaysnaan. 
nishaaddaysnaansho,nishaaddaysnaansho  m.l/dh ld nashaaddaysnaan.  
nisyar,"nisyar f.mg4 (-raa, -rayd) Wax baaxaddiisa, laxaadkiisa iyo jimirkiisu yaryahay ahaansho (qof). "
nisyaraan,nisyaraan m.f.dh eeg nisyar. ld nisyaraansho. 
nisyaraansho,nisyaraansho m.l/dh ld nisyaraan. 
nisyari,"nisyari m.dh Yaraanta baaxadda, laxaadka iyo jimirka ee qof leeyahay. "
nitaaqayn,nitaaqayn m.dh ld hantaaqayn. 
nitaaqee,"nitaaqee f.g2 (-qeeyay, -qeysay) ld hantaaqee. "
nitaaqo,nitaaqo m.dh ld hantaaqo. 641nitaaqoo 
nitaaqoo,"nitaaqoo f.mg3 (-ooday, -ootay) ld hantaaqoo. "
nitaaqood,nitaaqood m.l ld hantaaqood. 
nixi,"nixi f.g2 (-iyay, -isay) Ka n.: cid naxdin ku abuurid. "
nixid,nixid m.f.dh eeg nax. 
nixin,nixin m.f.dh eeg nixi. 
niyad,niyad m.dh ld niyo. 
niyadjab¹,niyadjab¹ m.l ld niyajab¹. 
niyadjab²,"niyadjab² f.mg1 (-bay, -btay) ld niyajab². "
niyadjabsan,"niyadjabsan f.mg4 (-naa, -nayd) ld niyajabsan.  "
niyadjabsanaan,niyadjabsanaan m.dh ld niyajabsanaan. 
niyadjabsanaansho,niyadjabsanaansho m.l/dh ld niyajabsanaan. 
niyadjebi,"niyadjebi f.g2 (-iyay, -isay) ld niyajebi. "
niyadjebid,niyadjebid m.dh ld niyajebid. 
niyadjebin,niyadjebin m.dh ld niyajebin. 
niyadkac¹,niyadkac¹ m.l ld hiyikac¹. 
niyadkac²,"niyadkac² f.mg1 (-cay, -cday; -kici) ld hiyikac². "
niyadkicid,niyadkicid m.dh ld hiyikicid. 
niyadsamaan,niyadsamaan m.dh ld niyasamaan. 
niyadsamaansho,niyadsamaansho m.l/dh ld niyasamaan. 
niyadsami,niyadsami m.dh ld niyasamaan. 
niyadsamo,niyadsamo m.dh ld niyasamaan. 
niyadsamow,"niyadsamow f.mg3 (-maaday, -maatay) ld niyasamow.  "
niyadsan,"niyadsan f.mg4 (-naa, -nayd) ld niyasan. "
niyadxumaan,niyadxumaan m.dh ld niyaxumaan. 
niyadxumaansho,niyadxumaansho m.l/dh ld niyaxumaan. 
niyadxumi,niyadxumi m.dh ld niyaxumaan. 
niyadxumo,niyadxumo m.dh ld niyaxumaan. 
niyadxumow,"niyadxumow f.mg3 (-maaday, -maatay) ld niyaxumow.  "
niyadxun,"niyadxun f.mg4 (-umaa,-umayd) ld niyaxun. "
niyajab¹,"niyajab¹ m.l Rajoxumo ka dhalata wax sidii laga rabay noqon waayay. ld nafsadjab¹, niyadjab¹.  "
niyajab²,"niyajab² f.mg1 (-bay, -btay) Rajaxumo dareemid, wax sidii la rabay u dhici waayey awgeed. ld nafsadjab², niyadjab². "
niyajabsan,"niyajabsan f.mg4 (-naa, -nayd) Wax niyadjab ku dhacay ahaansho. ld niyadjabsan. "
niyajabsanaan,"niyajabsanaan m.f.dh eeg niyajabsan. ld niyadjabsanaan, niyadjabsanaansho, niyajabsanaansho."
niyajabsanaansho,niyajabsanaansho m.l/dh ld niyajabsanaan. 
niyajebi,"niyajebi f.g2 (-iyay, -isay) Cid niyajab ku abuurid. ld nafsajebi, niyadjebi. "
niyajebid,"niyajebid m.f.dh eeg niyajab². ld nafsajebid, niyadjebid.  "
niyajebin,"niyajebin m.f.dh eeg niyajebi. ld nafsajebin, niyadjebin.  "
niyakac¹,niyakac¹ m.l ld hiyikac¹.
niyakac²,"niyakac² f.mg1 (-cay, -cday; -kici) ld hiyikac². "
niyakacsan,niyakacsan f.mg4 Cid niyakac ku dhacay ahaansho. 
niyakacsanaan,niyakacsanaan m.f.dh eeg niyakacsan. ld niyakacsanaansho.  
niyakacsanaansho,niyakacsanaansho m.l/dh ld niyakacsanaan. 
niyakici,"niyakici f.g2 (-iyay, -isay) Cid niyakac ku abuurid. "
niyakicid,niyakicid m.dh ld hiyikicid. 
niyakicin,niyakicin m.f.dh eeg niyakici. 
niyasamaan,"niyasamaan m.f.dh eeg niyasan. ld niyadsamaan, niyadsamaansho, niyadsami, niyadsamo. "
niyasamaansho,niyasamaansho m.l/dh eeg niyasamow. ld niyasamaan.  
niyasami,niyasami m.dh ld niyasamaan. 
niyasamo,niyasamo m.dh ld niyasamaan. 
niyasamow,"niyasamow f.mg3 (-maaday, -maatay) Xumaan iyo xiqdi jirtay illaabid. ld niyadsamow.  "
niyasan,"niyasan f.mg4 (-amaa, -amayd) Qof aan xumaan ama xiqdi u hayn ahaansho. ld niyadsan.  "
niyaxumaan,"niyaxumaan m.f.dh eeg niyaxun. ld niyadxumaan, niyadxumaansho, niyadxumi, niyadxumo."
niyaxumaansho,niyaxumaansho m.l/dh eeg niyaxumow. ld niyaxumaan.  
niyaxumi,niyaxumi m.dh ld niyaxumaan. 
niyaxumo,niyaxumo m.dh ld niyaxumaan. 
niyaxumow,"niyaxumow f.mg3 (-maaday, -maatay) 1. Qof aan niyo wanaagsanayn noqosho. 2. Ka n.: wax rajo aan wanaagsanayn ka qabid. ld niyadxumow.  "
niyaxun,"niyaxun f.mg4 (-maa, -mayd) 1. Qof aan daacad ahayn ahaansho. 2. Qof aan niyo wanaagsanayn ahaansho. ld niyadxun. "
niyeysad,niyeysad m.l ld niyeysasho. 
niyeysasho,"niyeysasho m.f.dh eeg niyeyso. ld niyeysad, niyeysi.  "
niyeysi,niyeysi m.l ld niyeysasho. 
niyeyso,"niyeyso f.g3 (-stay, -satay) Wax in la helo filasho. "
niyo,"niyo m.dh 1. Meesha damaca, jacaylka, xumaha iwm dadku ku qaado. 2. Rabitaan wax loo hayo. ld niyad. "
niyoo,"niyoo f.mg3 (-ooday, -ootay) U n.: hanti iwm wax dartii u bixin. "
niyood,niyood m.f.l eeg niyoo. 
niyooroofilis,"niyooroofilis m.l (-yo, m.dh) (baay.) Nooc ugu caansan unugyada cadcad, kuwaas oo bannaanka uga bixi kara qulqulka dhiigga una gudbi kara nudaha jidhka si ay u soo dabaan bakteeriyada meel kasta oo ay jidhkanooloo-ure ka weerarto. Unugyadani markay dhintaan waxay noqdaan malax. "
niyurooloji,"niyurooloji m.l (daaw.) Barashada qaabdhiska, shaqada, iyo cudurrada qaybta maskaxda, xangullada iyo dareenwdayaasha. "
niyuuratoon,"niyuuratoon m.l (-nno, m.dh,) (kiim.) Saxar saleed ku jira bu'da, leh cuf le'eg ka borotoonka mase leh saldanab. Xaaladaha qaarkood, niyuutaroonku waxa uu u mataataxaa orotoon, elektaroon iyo lid- niyuutariino aan celceliska cimrigoodu ka badanin 12 daqiiqo, marka ay ka baxaan bu'da atamka. "
nofembar,nofembar m.l ld noofembar. 
noh,noh m.dh Hawo kulul oo muddo yar socota. 
nohnoh¹,nohnoh¹ m.l 1. Socod deg-deg ku jiro oo nafley gaajaysan ama harraadani ay samayso marka ay u jeedaan meel biyo ama cunto leh. 2. N. ah: wax mataatax noqday. 
nohnoh²,"nohnoh² f.mg1 (-hay, -htay) Wax mataatax noqosho.  "
nohnohid,nohnohid m.f.dh eeg nohnoh². 
nolol,nolol m.dh 1. Muddada naftu joogto ee u dhaxaysa dhalashada iyo dhimashada. 2. Si lagu noolyahay oo lagu dhaqmo. 
nololey,"nololey m.dh Qaybta ka mid ah oogada dhulka iyo gibilkiisa ee ay nafleydu ku noolaan karto, amase, ay nafleydu ku nooshahay.  "
nololley,"nololley m.dh Dhammaan Gobolka sare ee dhulka, badda, iyo hawada oo ay ku noolyihiin noolayaal. "
nolol-maalmeed,nolol-maalmeed m.l Dhaqaale qofka baahidiisa ku filan muddo 24 saac ah. 
nolosha-ruuxiga-ah,nolosha-ruuxiga-ah m.dh 1. Mid la xiriirta ama u dhow nolosha ruuxiga oo ku xiran noocyada ama dano qoto dheer. 2. Waxaan ahayn walxaha oo ah dabeecada ruuxiga. 
noobiyad,"noobiyad m.dh Dhismo dheer oo nal iftiima oo midabbo kala duwan leh oo xeebaha iyo jasiiradaha lagu dhiso si maraakiibta, doonyaha iwm uga qiyaas qaataan; munaarad. "
nooc,"nooc m.l (-cac, m.l/-cyo, m.dh) Qayb wax ka mid ah oo leh tilmaamo u gaar ah; cayn; namuun.  "
noocayn,"noocayn m.f.dh eeg noocee. ld noocyeyn, noocyeys.  "
noocee,"noocee f.g2 (-ceeyay, -caysay) Wax noocyo kala duwan ka dhigid. ld noocyee. "
noocyee,"noocyee f.g2 (-ceeyay, -caysay) ld noocee. "
noocyeyn,noocyeyn m.dh ld noocayn. 
noocyeys,noocyeys m.l ld noocayn. 
nood,nood m.l Lacagta inteeda waraaqda ah. ld noodh.  
noodh,noodh m.l ld nood. 
noofember,noofember m.l Bisha kow iyo tobnaad ee sannadka miilaadiga ah. ld nofembar. 
noog¹,"noog¹ m.l Dareenka la dareemo awood la'aan, hawl fara badanoo la qabtay iyo socod dheer oo la galay awgood. "
noog²,"noog² f.mg1 (-gay, -gtay) Hawl darteed tamar yarayn. "
noogan,"noogan f.mg4 (-gnaa, -gnayd) Wax noogay ahaansho. "
noogid,noogid m.f.dh eeg noog². 
noognaan,noognaan  m.f.dh eeg noogan. ld noognaansho.  
noognaansho,noognaansho m.l/dh ld noognaan. 
nooji,"nooji f.g2 (-iyay, -isay) Cid wax noogay ka dhigid. "
noojin,noojin m.f.dh eeg nooji. 
nǫol,nǫol m.l ld nǫoli. 
nool¹,nool¹ m.l.u Hantida inta aan moodka ahayn; duunyo la leeyahay. 
nool²,nool² m.l ld noolaan. 
nool³,"nool³ f.mg4 (-laa, -layd) 1. Wax nafi ku jirto ahaansho. 2. Wax aan dansanayn ahaansho (dab). 3. Ku n.: wax qof noloshiisu ku xirantahay ahaansho. Tus. “Cali wuxuu ku noolyahay mushaharkiisa.” "
noolaan,"noolaan m.f.dh eeg nool³. ld nool², noolaansho, nooli¹. "
noolaansho,noolaansho m.l/dh eeg noolow. ld noolaan. 
noola-ohis,"noola-ohis m.l (baay.) Soo saaridda molikiyuullada uu soo saarayo unugga nooli, taas oo lagama maarmaan u ah qaabka dheefsamaynta. "
noolayn,noolayn m.f.dh eeg noolee. ld noolays. 
noolays,noolays m.l ld noolayn. 
noole,"noole m.l (-layaal, m.l/dh) Wax kasta oo nool; noolayaashu way koraan, tarmaan iwm. "
noole,"noole jirro-dhaliye m.l (-yayaal, m.l/dh) (baay.) Jeermi sida baktiiriyada ku dul noolaada xoolo ama geed ama qof oo cudur u keena. "
noolee,"noolee f.g2 (-leeyay, -laysay) 1. Cid gaajo ama harraad hayo cunto ama biyo siin. 2. Wax naf gelin (Eebbe). 3. Arrin horey loo illaaway dib u soo cusboonayn. 4. Dab sii damaya shidid. "
noole-ure,noole-ure m.l ld nooloo-ure. 
nǫoli,"nǫoli m.l Lacagta baabuurta, maraakiibta, iyo dayaaraduhu ka qaataan dadka iyo xamuulka ay rakaabsadaan. ld nǫol. "
nooli¹,nooli¹ m.dh ld noolaan. 
nooli²,"nooli² f.g1 (-lyay, -liday; -lyi) Cid lacag ay baabur, diyaarad ama markab ku raacdo siin. "
nooloo-ure,nooloo-ure m.l Jinac weyn; magangooye. ld noole-ure.
noolow,"noolow f.mg3 (-laaday, -laatay) 1. Wax cumri dheer yeeshay noqosho (nafley). 2. Cid barwaaqoobid. 3. Ka n.: wax ka haqab beelid (cid). 4. Ku n.: cid wax kale nolosheedu ku xirantahay noqosho. 5. Ku n.: cid meel deggan noqosho. "
noolyid,noolyid m.f.dh eeg nooli². 
nootaayo¹,"nootaayo¹ m.l (-yayaal, m.l/dh) Nin ka shaqaaya xafiiska nootaayada. "
nootaayo²,"nootaayo² m.dh (-ooyin, m.l) Xafiis awood loo siiyey in uu u sharciyeeyo dadweynaha waxyaabaha ay kala beddelanayaan ama dhaxalka. "
noqo,"noqo f.mg3 (-qtay, -qotay) 1. Wax jihadii uu ka yimid dib ugu laabasho. 2. Cid ama wax sidii hore si ka duwan isu rogid, dabeecado gaar ah yeelasho. 3. Ilmo yar saqiirid. 4. La n.: cid arrin iwm si gaar ah ugu muuqasho. 5. La n.: cid saaxiibnimo, qaraabanimo, ama xiriir kale la yeelasho. 6. Ku n.: hawl mar labaad dib ugu laabasho (cid). "
noqod,noqod m.l 1. Dib ugu laabashada wax meeshii ay ka yimaadeen dib ugu laabto. 2. ld noqosho.  
noqosho,noqosho m.f.dh eeg noqo. ld noqod(2). 
nud¹,"nud¹ m.dh Meesha la iskaga xiro xarko, dun iwm. "
nud²,"nud² f.g1 (-day, -dday) Xarko, marooyin iwm isku xirid. "
nuday,nuday m.l Nafaqada laga helo wax la quuto. 
nude,"nude m.l (-dayaal, m.dh) (c.nafl.) Urur unugyo ah oo u habaysan inay wada qabtaan hal shaqo ama in ka badan oo u gaar ah, tusaale ahaan, nudaha dareenwadku waxay gaar u yihiin inay qabtaan gudbiyaanna nashaadinta. Organnada sida wadnaha ama kelyaha waxay ka koobanyihiin noocyo badan oo nudo kala duwan ah. "
nudid,nudid m.f.dh eeg nud². 
nugaal¹,nugaal¹ m.l Midab madow oo lo'da u gaar ah. 
nugaal²,nugaal² m.dh Dhul ciid jilacsan oo boor leh. 
nugayl,"nugayl m.l Adkasyandarro, jileec. "
nuglaan,nuglaan m.f.dh eeg nugul². ld nuglaansho. 
nuglaansho,nuglaansho m.l/dh 1. eeg nuglow. 2. ld nuglaan.  
nuglow,"nuglow f.mg3 (-laaday, -laatay) Ku n.: cid wax u dabacsan noqosho. "
nugul¹,"nugul¹ m.l/dh.u Xoolaha aan harraadka u adkeysi badnayn sida lo'da, fardaha iyo idaha. "
nugul²,"nugul² f.mg4 (-glaa, -glayd) Nafley aan adkeysi lahayn ahaansho. "
nugushi,nugushi m.l Roobka ugu horreeya ee guga da'a; roob garas. 
nuguur,nuguur m.dh Dabeecad; akhlaaq.
nuguushi,"nuguushi m.dh Xiddigaha nuguushiyaha la yiraahdo (nuguushi cad iyo nuguushi guduudan) oo raqaha ku jira midkood, waxay u dhexeyaan cadaad iyo afagaal; agaalli. "
nujub¹,"nujub¹ m.l (-biin, m.l) 1. N. ah: nafley dadku u haystaan in aragtideeda nasiibdarro lagala kulmo; bacow. 2. Duufaan badeed. "
nujub²,"nujub² f.g1 (-bay, -btay) Ku n.: wax aragtidooda nasiibdarro kala kulmid. "
nujubid,nujubid m.f.dh eeg nujub². 
nujumi,"nujumi f.mg2 (-iyay, -isay) Cilmiga xiddigaha wax ka sheegid. "
nujumin,nujumin m.f.dh eeg nujumi. 
nukliyootaydh,"nukliyootaydh m.l (-yo, m.dh) (baay.) Iskudhis orgaanik ah oo ka samaysmay raybows asiidha foosfoorik iyo naytroojiin. "
nuqsaamid,nuqsaamid m.f.dh eeg nuqsaan². ld nusqaamid.  
nuqsaan¹,nuqsaan¹ m.dh.kh N. ah: wax aan dhammayn. ld nusqaan¹. 
nuqsaan²,"nuqsaan² f.mg1 (-amay, -antay; -ami) Wax aan dhammayn noqosho. ld nusqaan². "
nuqul,"nuqul m.l (-llo, m.dh) Sawir ama koobi laga sameeyo qoraal asal ah. "
nur,nur m.l 1. Xilli roobku da'o. 2. Daaq waxtar leh. 
nus,"nus m.l Wax laba meelood oo is le'eg loo qaybshey, meeshood; bar. Tus. “N. kiilo bariis ah”. "
nusqaamid,nusqaamid m.dh ld nuqsaamid. 
nusqaan¹,nusqaan¹ m.dh ld nuqsaan¹. 
nusqaan²,"nusqaan² f.mg1 (-amay, -antay; -ami) ld nuqsaan².  "
nuud,nuud m.l (c.nafl.) Liid hilib ah oo isku xira xiniinyaha iyo futada xayawaanka lab. 
nuug,"nuug f.g1 (-gay, -gtay) 1. Caano naas ka jaqid. 2. Biyo, naafto iwm tuubbo ku dhuuqid iyada oo la adeegsanayo bishimaha iyo carrabka. 3. Hoore isbuunyo, cudbi iwm ku soo qaadid. "
nuuggan,"nuuggan f.mg4 (-naa, -nayd) Neef caano laga nuugay ahaansho. "
nuugganaan,nuugganaan m.f.dh eeg nuuggan. ld nuugganaansho.  
nuugganaansho,nuugganaansho m.l/dh ld nuugganaan. 
nuugid¹,nuugid¹ m.f.dh eeg nuug. ld nuugmo. 
nuugid²,nuugid² m.dh (c.nafl.) Nuugidda soohyadu nuugaan biyaha iyo walaxda kale ee jirku u bahanyahay. Cunnada nafaqadeeda waxa laga nuugaa xubnaha dheefshiidka waxayna raacdaa dhiigga iyo liinfada. 
nuugitaannimo,"nuugitaannimo m.dh (fiis.) Sumad . (Syn. la micnotahay isirka nuugidda). Cabbirka kartida walaxi ay ku nuugto kaah, waanasaamiga kaaha ama burqad iftiimeedka la nuugay iyo kaaha ama burqad iftiimeedka abbaaraa. "
nuugmo,nuugmo m.dh ld nuugid. 
nuuji,"nuuji f.g2 (-iyay, -isay) Ilmo naas jaqsiin. "
nuujin,nuujin m.f.dh eeg nuuji. 
nuun,nuun m.l 1. Summad ishkinka badanaa qoorta looga dhigo oo u eg nuunka xuruufta carabiga. 2. ld na'. 
nuunaas¹,nuunaas¹ m.l 1. Hadal hoos loo yiraahdo oo qof ku muujinayo in aanu wax raalli ka ahayn; gunuunuc. 2. ld nuunaasid. 
nuunaas²,"nuunaas² f.mg1 (-say, -stay) Wax aanu raalli ka ahayn dartii hadal hoos ugu dhihid (qof). "
nuunaasid,nuunaasid m.f.dh eeg nuunaas². ld nuunaas¹ (2). 
nuuni,"nuuni f.g2 (-iyay, -isay) Fikrad, cilmi, suugaan iwm curin. "
nuunin,nuunin m.f.dh eeg nuuni. ld nuunis. 
nuunis,nuunis m.l ld nuunin. 
nuur¹,nuur¹ m.l Kaaha ka baxa walax iftiimaysa. 
nuur²,"nuur² f.mg1 (-ray, -rtay) Walax iftiinta kaah bixin. "
nuurad¹,"nuurad¹ m.dh (-do, m.l) Maaddo midab cad leh oo laga helo dhagxaan si gaar ah loo gubay, dhismayaashana lagu dhisaa ama lagu caddeeyaa. ld nuuriyad, nuuriyo. "
nuurad²,nuurad² m.dh (kiim.) Kaalsiyam. 
nuuradayn,nuuradayn m.f.dh eeg nuuradee. ld nuuriyadayn.  
nuuradaysan,"nuuradaysan f.mg4 (-snaa, -snayd) Guri iwm wax nuurad marsantahay ahaansho. ld nuuriyadaysan.  "
nuuradaysnaan,"nuuradaysnaan m.f.dh eeg nuuradeysan. ld nuuradaysdnaansho, nuuriyadaysnaan, nuuriyadaysnaa."
nuuradaysnaansho,nuuradaysnaansho m.l/dh ld nuuradaysnaan. 
nuuradee,"nuuradee f.g2 (-deeyay, -daysay) Wax nuurad marin. ld nuuriyadee. "
nuuradoobid,nuuradoobid m.f.dh eeg nuuradow. ld nuuriyadoobid.  
nuuradow,"nuuradow f.mg1 (-oobay, -owday; -oobi) Nuurad noqosho (dhagax). ld nuuriyadow. "
nuuri,"nuuri f.g2 (-iyay, -isay) Wax nuur u yeelid. "
nuurid,nuurid m.f.dh eeg nuur². 
nuurin,nuurin m.f.dh eeg nuuri. 
nuuriyad,nuuriyad m.dh ld nuurad¹. 
nuuriyadayn,nuuriyadayn m.dh ld nuuradayn. 
nuuriyadaysan,"nuuriyadaysan f.mg4 (-snaa, -snayd) ld nuuradaysan.  "
nuuriyadaysnaan,nuuriyadaysnaan m.dh ld nuuradaysnaan. 
nuuriyadaysnaansho,nuuriyadaysnaansho  m.l/dh ld nuuradaysnaan.  
nuuriyadee,"nuuriyadee f.g2 (-deeyay, -daysay) ld nuuradee.  "
nuuriyadoobid,nuuriyadoobid m.dh ld nuuradoobid. 
nuuriyadow,"nuuriyadow f.mg1 (-oobay, -owday; -oobi) ld nuuradow.  "
nuuriyo,nuuriyo m.dh ld nuurad¹. 
nuuxe,nuuxe m.l 1. Socod aayar la taxtaxaasho oo fardaha iwm sameeyaan. 2. ld nuuxeyn. 
